"uniprot","protein_names","gene_names","wt_1_t24","wt_2_t24","wt_3_t24","wt_4_t24","wt_1_t36","wt_2_t36","wt_3_t36","wt_4_t36","ko_1_t24","ko_2_t24","ko_3_t24","ko_4_t24","ko_1_t36","ko_2_t36","ko_3_t36","ko_4_t36"
"Q61458","Cyclin-H","Ccnh",4346.03545654541,4243.50960094659,4448.70846025785,6093.10995690966,4489.31772522661,4841.65411640986,4477.06023635853,6078.01362698937,5758.86084318711,6390.13171279202,6166.44157599652,7318.67157509527,6038.42469692362,6211.68340958185,5992.92509380098,5346.72683675157
"Q61464","Zinc finger protein 638","Znf638",187838.791925339,201481.664962377,211893.790807969,239815.261463385,201083.556403005,199149.37457257,211865.990369938,238511.664963382,226093.074539284,220259.488179241,248826.81826129,231947.246495868,222593.589473606,218616.056250525,242822.696192793,223691.504914931
"Q61466","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1","Smarcd1",20528.0965461263,18001.6742732723,17169.6981252592,19228.1182938418,20543.9222149287,21259.5142161838,19240.4375651238,21390.9412048335,19895.4316640993,19375.7814767823,23341.9524321743,21400.7090835263,21533.6966080995,22069.3688992981,24476.3749057489,23218.9282755274
"Q61468","Mesothelin;Megakaryocyte-potentiating factor;Mesothelin, cleaved form","Msln",19623.8087499236,20702.1830964028,50228.8011313759,103254.406450406,24587.8235042665,25578.0035836286,64786.1454357214,111572.496598453,88370.064852397,35937.8365865471,133761.54490718,35610.8462448527,98288.2021458494,34890.203860658,135954.15867852,34282.2852197279
"Q61469","Lipid phosphate phosphohydrolase 1","Ppap2a",45021.3150936963,39706.2408927646,42531.7431646589,51984.6813649618,44043.7329477174,41048.1299715671,45946.5914614547,57822.527034393,50940.0259954721,62293.8402405443,30025.6247968009,75318.5980544872,53862.8109036841,62288.656912442,26259.5286513992,52788.6958135
"Q61475","Complement decay-accelerating factor, GPI-anchored","Cd55",53332.2544414266,53891.6426783879,13215.0357960243,13018.5127249754,42688.2353088332,48990.3393461514,12155.856864633,16685.2457015438,15191.9302192345,12626.4160496314,21941.2003592715,14962.5665668492,15881.7202517811,13587.0168250336,22760.6048605828,15874.5988096892
"Q61481","Calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1A","Pde1a",101056.615565268,102298.521015141,72267.2469791845,71628.1051446996,97885.0028292897,104851.294646755,73772.4546977655,71972.9951628713,95736.2991390758,98953.2106547826,116014.769867538,104013.519474197,106430.47642496,104679.377964854,134908.202730704,108779.054395671
"Q61490","CD166 antigen","Alcam",196096.281210326,202422.204771959,74409.9931783662,88005.8609771129,223720.366972371,223899.863956636,66579.2602165007,86577.453304436,67063.2528003349,74020.6816478596,44752.609378788,63071.410334015,66484.7645054774,73425.469722638,38013.4586149727,64759.3155094783
"Q61503","5-nucleotidase","Nt5e",42097.9239069373,38906.1378492703,73971.117450823,154998.315774178,41035.4318544871,46963.8395016861,101000.942139819,175520.55064765,65571.8584453164,41376.1741969133,85415.5317131398,37252.510402357,62952.6364000714,41488.6602541045,77624.0115041094,40171.9950670132
"Q61508","Extracellular matrix protein 1","Ecm1",295720.653257604,296695.215548894,148146.852343246,141761.110540173,267033.034860184,264975.827523532,146184.274941834,132569.534703696,154575.435944093,168312.460065185,139605.353345496,163803.674301483,145856.225565917,162633.93518164,128451.436206691,155259.399835927
"Q61510","E3 ubiquitin/ISG15 ligase TRIM25","Trim25",142908.014693023,138375.308971475,109279.100001998,107075.21692065,138396.308930075,142818.459720081,125804.380076589,131089.616278684,139158.311776341,166898.355987302,174736.72434234,174250.628031056,151217.746523975,175985.136307213,186743.365759931,184139.347760978
"Q61542","StAR-related lipid transfer protein 3","Stard3",18573.351394383,18674.2246576588,22845.4417389775,20843.0783605162,21776.5214012207,20183.6387044629,20626.7443670038,20955.8674422924,20795.382571912,20439.7670149006,24042.8178998182,24501.6302699232,20039.5178544241,21442.5725234094,23351.9722618475,20498.3896934056
"Q61543","Golgi apparatus protein 1","Glg1",1170883.61935342,1200992.03219516,1025573.21429821,1009413.12604909,1171421.05952371,1208941.50784714,1038347.74420015,1043642.92420086,1114008.8918432,1159139.40890119,1161126.56106035,1253116.24547879,1088398.27761352,1163036.01663153,1087391.89497866,1185752.4270309
"Q61545","RNA-binding protein EWS","Ewsr1",316522.545023087,323068.98253815,337876.940832146,408155.923100907,337500.838780309,320150.577647008,351237.219063217,414254.759735094,402618.733816918,439522.288544551,500061.637989624,476973.913236499,441758.852934954,418077.565909206,518361.687560999,412704.578201988
"Q61550","Double-strand-break repair protein rad21 homolog","Rad21",116979.280174642,119165.105463424,126088.327213785,160444.60037403,115840.828219042,122981.670434322,136547.270393153,165405.920209035,168672.742098554,183058.328491789,223875.616068212,191952.410739498,171178.222417561,173837.372501721,218815.995736688,185788.916400574
"Q61553","Fascin","Fscn1",5334098.09822826,5407459.69975122,3157228.00075769,4112260.29477658,5245143.29691697,5368565.27734227,3365052.40798224,4027714.82933498,4046974.47187851,3714493.62723066,4759131.02952228,3574765.15913114,4305025.15861376,3648743.88213142,5320194.58494971,3652169.96153008
"Q61554","Fibrillin-1","Fbn1",2786057.25003779,2528377.15386986,4464962.93008425,4305719.05276361,2950556.89381383,2919530.04533846,4556743.06267524,4738632.03365084,4756376.65402227,6547131.50661499,4263337.23153116,7131600.52664307,4795561.47220089,7033356.64810164,4086368.85727691,7248604.4978132
"Q61555","Fibrillin-2","Fbn2",4177.72224652278,3237.64711732966,3918.32839100697,2563.74900316918,3493.74993684508,3565.48366607313,4342.47759872262,3002.12023359554,4118.57451854423,3358.15652019299,3856.81577864202,2662.41849361992,3582.60068280869,2871.95478078262,2371.60463719922,4275.75689422589
"Q61559","IgG receptor FcRn large subunit p51","Fcgrt",124909.524177529,114462.406415511,120466.128351139,84886.338504572,127977.050412519,123399.174364243,119119.695568949,96415.016308594,114180.755874814,162374.926677928,123023.424543977,167109.803507568,116515.468777683,156979.618224322,121210.202721817,160732.968503678
"Q61576","Peptidyl-prolyl cis-trans isomerase FKBP10","Fkbp10",1501728.59955641,1444050.71038388,1282301.17256697,1446104.21595309,1435471.99957835,1363525.01420783,1257056.40275886,1352400.6419244,1325427.23984721,1120379.32724836,1077238.05466778,1028900.57386612,1271623.25671304,1103862.93219449,1039921.58657782,1027843.71998593
"Q61578","NADPH:adrenodoxin oxidoreductase, mitochondrial","Fdxr",60782.5386972342,61316.7535312986,71612.2799348117,76894.5992683793,58645.1535137778,63216.5181275032,75699.8556075018,77172.7386215785,85383.9765973267,70298.0100693351,107665.073723679,69695.0691917232,91063.0050750175,70967.3759632087,108578.273198202,69064.4397241819
"Q61581","Insulin-like growth factor-binding protein 7","Igfbp7",116390.238666862,103035.49193443,109804.985950034,103297.514108436,115904.084775523,116612.059195775,106224.277597045,111561.369392249,113091.906013849,104166.65460457,78636.9096971704,102539.752787347,110163.542527196,102899.802240302,75713.1304456008,95243.8438384996
"Q61584","Fragile X mental retardation syndrome-related protein 1","Fxr1",838129.708338177,851381.789277008,833567.473888719,855560.843134727,830296.523722117,838101.671016071,819293.496338986,858764.393136409,781645.720646265,848317.628842563,792301.003024668,835196.640130296,760536.033307996,812249.205705846,778281.740593079,828670.803486814
"Q61586","Glycerol-3-phosphate acyltransferase 1, mitochondrial","Gpam",22741.3654707286,23370.4816520818,24195.5343910277,19956.7428551734,21356.3171331666,22048.4895914458,23777.531407459,22876.4232329469,22354.4176001116,21619.6068630142,24953.1599178474,20487.6370363285,22382.2072961331,22931.1043363591,26123.7555235578,22942.7504957163
"Q61592","Growth arrest-specific protein 6","Gas6",48256.6801160573,51442.3739413788,32379.2758987458,34743.7209656607,52959.292751205,53978.976047265,30704.1284268239,36015.4283175637,32651.4727625542,31394.814268865,31281.5052367271,29171.6673240358,32574.8109931298,32585.5218016211,33106.5172020973,34534.7192085146
"Q61595","Kinectin","Ktn1",1491583.99581131,1508600.08635661,1465309.4824837,1515917.59383536,1449117.34247645,1473360.66346411,1470531.85188027,1526430.14694083,1621396.42932765,1480975.86710864,1617667.97741388,1478015.94382376,1580553.52292865,1421381.32009223,1619622.55611694,1443122.62500426
"Q61598","Rab GDP dissociation inhibitor beta","Gdi2",4280477.37162731,4178831.2580827,4403290.8507236,4056115.1987086,4345635.06375343,4237771.94099326,4401820.31537113,4094366.79449153,4502889.10684463,4473254.17070703,4640003.47727052,4653972.78994502,4417302.83551519,4536866.13165988,4692621.01626058,4532689.70657511
"Q61599","Rho GDP-dissociation inhibitor 2","Arhgdib",834584.551115428,890098.530753664,205697.898183829,226315.204656029,803954.686273134,861877.984563653,190409.831677023,195482.758576006,185302.449066018,199695.34815508,223591.745976569,200368.012354987,184091.583730396,191168.511454615,235209.343764946,192999.530832748
"Q61602","Transcriptional activator GLI3;Transcriptional repressor GLI3R","Gli3",11197.2427358514,9659.73024180189,8379.08404675766,9420.70511885763,10216.8375368164,10003.2868995437,9618.44165900041,10357.6490567472,10276.4330059849,9166.97227837565,10790.0000696074,9245.65809593112,14797.0359940142,10476.7041793649,11527.6414171711,10287.5600583823
"Q61624","Zinc finger protein 148","Znf148",19374.0115179207,19876.3118389473,19404.23532628,19105.1037575131,20017.9891310416,20570.0974703647,16691.9633089612,16373.6839278571,18867.6233862492,20231.9107528503,21439.043955778,19459.5241296087,18232.0281957396,18777.5921280225,19884.2260040909,20309.6890384215
"Q61646","Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain","Hp",7300.73305536277,4383.8174001438,7827.76471546006,4536.39769621368,6518.85906842472,5299.19549814472,6778.48731830929,4905.65161608757,5435.42286074975,5145.46489603837,4186.39845688787,3248.91974817157,7335.28452133588,5345.21421137512,3768.55926365627,4399.4745421956
"Q61655","ATP-dependent RNA helicase DDX19A","Ddx19a",568937.739282805,563666.796293581,532588.603483356,553344.61815759,572761.008985048,555055.416987217,513940.66266278,541805.924441194,619786.539041324,551483.552976009,601442.415201747,511351.438554944,627878.862889268,529419.394862527,625883.947542657,518439.428653677
"Q61656","Probable ATP-dependent RNA helicase DDX5","Ddx5",1341596.57484886,1357469.51147436,1370650.01183712,1699282.85140568,1343027.06060645,1375943.07981575,1461941.48921904,1738403.42510983,1620901.49757267,1628349.36438203,1979063.96994758,1709030.42659377,1633406.88228428,1586452.30971439,2009040.00130353,1661065.63314484
"Q61666","Protein HIRA","Hira",8502.05080552695,8071.24881798701,7821.26257270588,7493.05743658214,8512.52517219266,8715.98311561894,8107.72270823373,9688.68120248877,8072.74936691854,9340.75374336855,8329.72696883672,8347.82088595495,8619.57363103794,7705.65055113527,9217.58696994679,8605.37482591943
"Q61686","Chromobox protein homolog 5","Cbx5",229551.657217005,223152.732903719,220164.54253618,290009.397910673,250387.523854686,247194.442200463,246652.022157853,297908.691675513,285369.401061204,285989.771703027,349424.505565431,286171.911092221,295045.545865973,280787.243632381,354176.775560197,293510.747259049
"Q61687","Transcriptional regulator ATRX","Atrx",276456.81431799,271944.846039192,295471.410295016,303782.820354315,279349.990072178,279620.580757702,303901.358605861,320763.973216674,310264.4683369,353457.869876742,368502.533448643,376028.150016224,315653.594450763,350330.959015949,367452.370282467,362117.806587706
"Q61696","Heat shock 70 kDa protein 1A","Hspa1a",24315.4152776291,24138.3744281246,34334.6154691726,30737.862987777,24566.1355420443,25556.5931256839,32649.3025006868,33366.0405206063,31709.4526555679,42689.7576234773,32780.1435481277,42810.7458043111,33166.1972302441,42921.963854913,31517.4687429165,44179.6970573047
"Q61699","Heat shock protein 105 kDa","Hsph1",2251120.29556517,2243767.23066875,2584394.7799055,2666471.50071152,2200785.96649236,2190075.74316274,2580367.2117899,2590191.05995689,1890144.37228398,1912022.04988515,1701850.14252194,1910507.39137839,1898816.45439986,1854089.97902743,1650598.94380224,1821773.60818428
"Q61712","DnaJ homolog subfamily C member 1","Dnajc1",149147.491405061,146634.02154603,166007.851451106,163304.425492099,153966.458475391,153716.38281393,167107.238710949,166474.132004533,162981.026916238,135498.430498878,176743.392231544,137603.377646365,164264.431626175,141366.690315822,177239.246811034,137701.491209923
"Q61730","Interleukin-1 receptor accessory protein","Il1rap",9809.83139540788,7992.01156005642,8199.70950416228,9366.87393804631,8725.33830149748,10395.3125935975,9108.74661491671,10510.8698168509,9118.29269932228,10296.5518008295,9625.83922633766,9830.29326636868,7781.72856715567,9842.89469717256,9635.96934907288,11372.7755432923
"Q61733","28S ribosomal protein S31, mitochondrial","Mrps31",97184.2130604194,90067.6382584724,106228.961503386,105350.910599461,93113.6511404174,87438.1692003354,107330.163364926,100242.775242459,108043.602113012,97487.994381313,118393.405463033,92381.9558127891,105611.487433143,91722.6640688605,111374.193904862,88166.9444399898
"Q61735","Leukocyte surface antigen CD47","Cd47",76826.284060985,85761.7697055611,72506.2860464738,46807.5567762218,78086.6043157474,75409.7739270064,72107.7016579011,46536.2017825918,72485.2301761848,74555.6559616613,86860.3325933666,75686.5215241299,78022.0338495038,76608.5433462071,90948.8868431514,78063.3365224635
"Q61738","Integrin alpha-7;Integrin alpha-7 heavy chain;Integrin alpha-7 light chain","Itga7",49917.9953315177,50790.4381281612,80355.3728599868,79672.4146955627,53139.1221046303,51959.9698630804,79501.3379345945,76841.1478767262,60163.9041358576,141708.562262595,60500.5474283066,144319.276472519,63478.3130552842,164045.32282525,56235.2180981612,171230.223482926
"Q61749","Translation initiation factor eIF-2B subunit delta","Eif2b4",74519.2048221807,71227.208620764,77961.1575620167,86840.9028040171,74284.8852712235,73854.3041573244,74391.5532481778,90344.0126041843,83173.2814250648,82833.2760368379,88496.9905010491,77768.6574410655,84016.8428070479,83356.0282486062,85191.1004958033,85133.9875549142
"Q61753","D-3-phosphoglycerate dehydrogenase","Phgdh",1488093.37946892,1461830.77801709,2406071.63570765,2048980.58459312,1498005.62398554,1467365.7352396,2291454.55493086,1943144.01924681,1710319.16797312,1718647.57658423,1437948.843532,1647364.38027338,1638168.4461902,1664122.46202731,1389210.52953572,1600206.54772943
"Q61768","Kinesin-1 heavy chain","Kif5b",1923875.01346527,1906461.30991705,2128786.31765201,1997461.67621613,1954898.69479877,1926405.95357383,2122905.71512964,1971963.48331283,2066422.56568412,1959897.13975085,1795723.04524129,1858790.82480044,2028426.2239188,1964634.06713871,1788986.96151317,1949365.24311062
"Q61771","Kinesin-like protein KIF3B;Kinesin-like protein KIF3B, N-terminally processed","Kif3b",284365.241968737,294942.976999535,265973.98939151,251391.244753804,280967.550587913,291225.048963726,261235.89072179,246500.999017205,258445.113590073,226759.255717946,267562.24430976,224619.86922721,258057.717444843,236823.833491376,266668.480349234,235450.929838112
"Q61772","Ephrin type-A receptor 7","Epha7",1808.79370266424,1423.30723523447,2639.66056557549,1447.15564791559,1568.85294518242,1371.01862221685,1497.9814923695,1562.70486632896,1788.68328195695,1599.30062068818,1715.75003618465,1119.73105798441,1580.74400873471,1524.47398275589,1875.68061795709,1573.71353665816
"Q61792","LIM and SH3 domain protein 1","Lasp1",1362431.19114256,1334149.2778395,1493229.24554309,1193451.28364719,1284198.46307887,1279381.91448518,1426790.12016853,1228443.5648219,1400904.33248227,1312475.99565964,1433543.9627996,1182226.20231384,1400185.48217268,1334418.80192697,1495918.15075033,1358519.74856436
"Q61810","Latent-transforming growth factor beta-binding protein 3","Ltbp3",151449.116555831,149378.336332894,131739.210764505,153316.065704725,160951.789641108,155686.144944842,139400.85063349,169111.279874667,187257.429498204,192667.421261985,223983.29093056,198512.848944676,197138.268832596,199549.173487477,224196.634506699,203834.197579186
"Q61818","Retinoic acid-induced protein 1","Rai1",28875.0328748876,29245.6344352282,27563.116771,31672.5631826165,28101.2733842543,27531.7078710819,32451.8228992794,31033.7781004372,32728.1871845767,29625.4804316578,38273.5192526217,28492.8226124415,29964.5216599084,31189.0370089068,36259.4709486364,33371.2734483146
"Q61823","Programmed cell death protein 4","Pdcd4",105103.548887237,106916.184956982,99335.074802761,89185.5388383165,101318.93018113,103129.893828002,94914.6208244427,90275.0239257251,145963.623407371,96874.6480342792,208438.956257117,101829.815951557,164140.630964622,93677.5674510028,214984.176350942,103852.842594695
"Q61838","Alpha-2-macroglobulin;Alpha-2-macroglobulin 165 kDa subunit;Alpha-2-macroglobulin 35 kDa subunit","A2m",20482.2822066323,19936.8671417561,20194.020404604,17085.3522678767,21546.990467703,19905.3027511819,19038.0209736812,15852.9306775521,18444.4567357379,19065.7008235596,18899.8749291463,20368.4505602471,20351.8764466519,18960.8095302053,17126.5229186012,16673.1399920391
"Q61879","Myosin-10","Myh10",10159329.7827912,9171938.07733833,12998944.4791947,15131839.374725,11032847.1154247,10273272.9833128,14109917.5205593,15490183.7553312,17251671.2062264,20988371.2475252,13055087.6284454,20726009.9884914,17960619.0531026,23774430.369373,13397287.6738908,23983728.2811584
"Q61881","DNA replication licensing factor MCM7","Mcm7",117317.433632812,117635.761964829,130008.56791733,208178.446094744,118750.62981718,120166.195214595,142827.121717908,204195.361033031,138985.085662096,130199.799556448,182724.241403757,131260.584310553,130733.498600738,111333.062570441,158583.013318753,118622.730285139
"Q61908","Cx9C motif-containing protein 4","Cmc4",6920.2560870916,5378.98569750277,8935.66317128199,5794.6152995056,6813.273420336,5782.75037719587,9889.77843848301,5852.79908210281,8783.38887844976,8125.05050411371,10468.9332073347,6806.1697279451,10276.4072217407,8797.06521964078,11892.7202720335,9596.86543013525
"Q61937","Nucleophosmin","Npm1",1132159.59430493,1101037.13023979,1366729.77113357,1640614.38023353,1080241.25168143,1082084.54452483,1390355.13370886,1748084.09450652,1682190.54656486,1534388.11149616,1898014.16447144,1578028.94331818,1521319.6679391,1425238.52855924,1862606.1686094,1553593.73692872
"Q61982","Neurogenic locus notch homolog protein 3;Notch 3 extracellular truncation;Notch 3 intracellular domain","Notch3",18742.4281234679,19534.8830039619,16680.1461154506,14636.62701053,18219.6955967886,21061.4674801954,17442.3857943093,19099.8494476158,17019.0532813839,17700.1533314831,18352.6908559438,16460.1705489159,16780.7035172174,17601.1435455852,17035.0017731674,21468.1361057743
"Q61990","Poly(rC)-binding protein 2","Pcbp2",777512.973917207,792462.768054796,731669.900284616,806607.36611366,776438.084203785,772778.363826809,779037.279592085,822456.319295704,812545.959882434,837422.212483449,931152.632333731,824718.594276529,820484.122883436,797372.653959229,933415.110737787,814949.391621082
"Q62009","Periostin","Postn",51697.1188485342,41073.2446434046,54383.3001208647,64145.2465545163,51556.8045275062,35242.6842998634,58375.9575740369,64784.8199556707,38916.4838943936,94140.1455704203,41787.635214691,86495.1802985061,40835.1720571071,102952.40053758,39272.6286598425,94792.7118090343
"Q62018","RNA polymerase-associated protein CTR9 homolog","Ctr9",97518.0032481613,106921.338599775,103532.600824362,118871.995532686,106442.711256112,103496.012658856,103666.916758819,113130.305466886,109866.60074387,107028.937557394,124080.595919752,115103.04377047,109963.556843147,105310.557532182,125283.396557059,106062.264833184
"Q62028","Secretory phospholipase A2 receptor;Soluble secretory phospholipase A2 receptor","Pla2r1",50485.2204871576,48258.7111064764,54297.2460566406,49997.523470421,46799.0078150227,51587.4278948427,50741.3961836265,54023.6988366557,67530.1384225365,58317.311423942,70040.5402322976,54278.5576116247,69436.9341271433,58889.9302700357,70176.6040102905,59313.2396523874
"Q62036","Centrosomal protein of 131 kDa","Cep131",34209.1309731159,34577.077903794,36550.9857010795,35482.8595899264,34234.4483676589,33184.0687684811,36722.3192797146,37453.0633590038,38986.5992263497,40259.3727233559,41977.5345173767,41161.826817828,40195.2178681524,39760.8061885428,43255.3070765235,41557.8826589163
"Q62048","Astrocytic phosphoprotein PEA-15","Pea15",762492.415468822,777736.233775989,682026.266789965,581711.559953732,761961.369420502,788536.460874104,674313.846965737,564727.969219574,638668.185493964,603686.142067994,665792.828390171,640466.666296031,683160.619836915,600435.862569861,646290.145793783,569288.631642439
"Q62059","Versican core protein","Vcan",189115.048525528,191973.194010706,133154.322042858,151759.984390482,195498.906130803,210561.148657092,138275.216905467,175119.971224339,125069.254484462,144085.279357351,153808.64655152,150268.236235192,129095.520617104,153885.085067837,150517.083798101,150748.079541274
"Q62073","Mitogen-activated protein kinase kinase kinase 7","Map3k7",89160.15874333,95089.8631595041,86705.2066434611,92669.8992946699,92209.9860478279,95215.5180487455,86729.0913461056,93912.5076335175,90127.0725825903,86575.5406236704,101322.045469025,87701.5547172782,89146.9517592782,85792.2060508366,96602.0775957181,93340.591536905
"Q62074","Protein kinase C iota type","Prkci",46652.0874161608,45791.4046196945,51835.1436635603,58368.8203785339,45980.2872411366,49735.4232826267,54380.9452375651,65360.0965163708,59117.1234740664,57611.1112549267,64484.5173351651,56575.2291855069,58957.6842830107,55480.6839681739,65107.7405708783,57702.4108823576
"Q62077","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","Plcg1",276729.51871974,280139.138078844,267197.869416032,275352.794180568,286624.494067523,286953.66260376,265886.535334935,271247.905612893,263782.127681317,256114.693382923,305972.804296278,253960.470426039,271561.512682011,251314.664391292,326267.854837243,253671.165266379
"Q62083","PRKCA-binding protein","Pick1",9265.18637728327,7742.44615619979,9713.5915383699,9829.5974370695,8711.78332510864,9297.49136248333,9022.25093520261,9828.21571629087,9011.05748574241,8841.55796647717,10827.1968402365,8287.70944584432,9955.47781448221,8887.35896330027,9620.38058254294,9475.02229198326
"Q62084","Protein phosphatase 1 regulatory subunit 14B","Ppp1r14b",115157.614770953,123485.146534014,132953.529226335,146050.848217277,118172.284157923,116933.216064946,136102.941289986,143273.907071076,141839.192115837,123504.101934662,175960.302323562,145946.430972065,140504.227735671,120923.485440683,171677.577203901,116890.683213563
"Q62086","Serum paraoxonase/arylesterase 2","Pon2",293920.804206054,281839.840200281,287506.628572935,214570.996358663,277985.455782368,259676.73918222,258658.781923423,203449.838217424,229681.329762918,231887.512675089,186580.959200568,218007.61081504,215117.934141323,231038.020790865,177993.541965708,222166.903596516
"Q62087","Serum paraoxonase/lactonase 3","Pon3",152987.1693817,150924.429170564,170272.308411548,133581.169577461,153550.7725328,143182.43750514,157292.502521001,131979.792774932,119765.23584355,175860.027613407,98267.9948278948,173276.408139608,120696.121887074,178124.133729827,93521.5361840277,173717.073174439
"Q62093","Serine/arginine-rich splicing factor 2","Srsf2",307959.62680814,312169.028032576,351674.275796087,398546.06957916,307273.241433192,310494.461113951,358652.578096065,408168.177942,410034.461279095,399450.327205011,527959.215961484,397844.457159825,412494.281169215,384686.413520953,528479.299902365,414991.48017961
"Q62095","ATP-dependent RNA helicase DDX3Y","Ddx3y",421655.545985713,432583.891873117,379632.285106249,286077.138373328,430234.950581839,444363.34941315,367756.387720946,273150.657873623,337246.497846112,255944.319397636,272309.726876901,240425.032359748,336680.660659273,255969.61370034,268961.537619445,283638.328885708
"Q62101","Serine/threonine-protein kinase D1","Prkd1",40742.0376214367,39496.2299489811,44039.6016011201,47155.5722593397,43652.4459626262,41432.4476916744,40271.0277170058,50323.902774126,55789.5323080572,62712.9602443508,62422.0542900175,70497.2459959582,55752.1994615503,62511.3230375829,62332.9401285493,65421.6423117404
"Q62120","Tyrosine-protein kinase JAK2","Jak2",68169.5555318358,64298.1358866058,74078.2069529686,64629.9448557773,69233.3974036485,65605.9252341311,74912.8993958933,74982.904440809,81309.8633675499,77447.7543619108,87558.2614738556,74452.1641935821,79933.3256013372,76996.8941077717,87058.7352987772,81237.5064804743
"Q62130","Tyrosine-protein phosphatase non-receptor type 14","Ptpn14",105209.358195116,108083.485049423,67595.4674480815,71969.8121900572,102556.951357977,106261.173302413,69486.1599492177,76536.2624267614,66585.6436567753,61758.8659267427,77363.4097343146,55206.1393167802,67454.2189167213,65117.5686676768,79163.7793465181,72745.9770061896
"Q62136","Tyrosine-protein phosphatase non-receptor type 21","Ptpn21",40446.4260499398,40066.9958882209,34802.1758847906,36629.9438560343,38276.5423268115,37339.8386555462,32594.9956102998,36720.8931908401,32715.8138907021,35868.8351225058,31459.658190793,35275.051303545,34212.7889767637,35830.836743635,28686.3475957051,37052.8107303223
"Q62141","Paired amphipathic helix protein Sin3b","Sin3b",7964.05934870441,7048.89492907765,6950.96941664273,9020.75078090368,7304.68632118905,8795.73707146292,7644.73139703172,7933.25304322408,7370.6889946949,8125.47643907693,9288.42517105184,8449.59546885307,7263.86106274719,8190.25602549906,8995.1209713856,8427.92122984166
"Q62148","Retinal dehydrogenase 2","Aldh1a2",11526.6696531652,11242.5434134735,15118.7429279166,19014.68281628,11343.7079072754,10812.2812620704,14621.3896882045,15597.0049348809,15281.84282139,10137.252124586,23402.6419000429,9037.65158264283,19482.4148774323,11647.0162937865,23133.7295304284,10450.3922338051
"Q62159","Rho-related GTP-binding protein RhoC","Rhoc",915785.013780482,916394.993101036,836082.164876603,756938.932813076,900429.971557984,905651.66583158,808047.033038834,775132.311313933,785266.971320231,802989.630056914,787749.292934522,854370.11671731,760393.186390818,761202.558198155,776199.885966178,792180.345701808
"Q62165","Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan","Dag1",366994.675698961,355317.902310553,338469.757719024,299104.06234865,383163.035908855,371160.993700241,341165.759391439,320007.323194864,358553.309898174,486758.475965416,357568.640608444,509952.292966162,364754.841448534,496580.524595687,361357.665432698,504168.160574746
"Q62167","ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10","Ddx3x;D1Pas1",1536198.4359376,1539650.78417982,1687902.66194354,2050452.55340389,1487974.9414578,1499374.36986691,1733377.20135353,2039950.71321375,1662640.74224299,1749314.89393592,1691376.31500268,1794430.12771647,1649405.73700815,1718298.70822301,1661460.79402955,1743669.03244582
"Q62172","RalA-binding protein 1","Ralbp1",62912.9054837045,62589.7033009803,66146.8907003081,63803.5395091588,58581.8969572966,60419.241797029,63278.3886789759,64395.3677385623,67794.9269114529,68763.7923318242,73975.5670199073,66808.6836622728,69651.2045029094,71206.6982158208,75073.4881544369,68452.0998503924
"Q62181","Semaphorin-3C","Sema3c",66884.5723907902,61915.8645058957,92101.7526265854,101433.370750224,67080.8671531004,65947.4220383489,98476.1654358253,100519.842676916,172549.707512596,126920.10033967,145958.170224,111485.993322433,181120.367853106,126560.269632241,140731.361324791,121508.225731221
"Q62186","Translocon-associated protein subunit delta","Ssr4",219919.737747198,223255.805759564,217908.013740969,226178.521837885,227533.833663099,226651.10780253,215104.65583302,225503.960911962,220879.793386786,222755.467063697,223591.745976569,232465.448565787,216308.325117801,224621.028523025,219680.920847382,233114.040932018
"Q62187","Transcription termination factor 1","Ttf1",11272.5091507343,9890.87099521221,10208.8804857934,12889.1897508862,9863.5044856139,10203.9033086584,11654.2586770582,12646.0698498196,13655.1671200091,13163.094103286,17031.2266362241,14330.3600415477,13554.267814571,13323.1487003588,16791.6158699258,12931.6183958643
"Q62188","Dihydropyrimidinase-related protein 3","Dpysl3",2069390.08223903,2018681.88171794,2333786.22175935,2234764.07663827,2141415.16990923,2048980.82530721,2310215.11706457,2151779.13555488,2320734.99912008,2743617.47207178,1418861.02702494,2640757.74830863,2285455.44355996,2754923.48373125,1317803.92155988,2678674.529526
"Q62189","U1 small nuclear ribonucleoprotein A","Snrpa",106702.687499098,106755.133619725,117435.11297791,134306.639919912,109551.31917462,115873.398396683,128628.338376715,140102.653303193,128665.758570679,146419.402955785,152291.409854805,147749.774175384,129257.413789905,148125.571515964,161318.590413039,154497.09917672
"Q62191","E3 ubiquitin-protein ligase TRIM21","Trim21",7181.83393619981,6662.88695811799,4874.10229103133,4893.66534936086,7601.3598358318,5656.85730265408,5492.99394937335,4874.71765685059,6027.44388944707,6315.42296981487,6796.82895192205,8092.1397822341,6081.56474490908,7275.83496976875,7553.61234981257,7261.10110789296
