"Uniprot_ID","protein_names","gene_names","main_gene","pVal","BH_pVal","fold_change","log_fold_change"
"Q9CRC6","UPF0693 protein C10orf32 homolog","",NA,0.0354648950712339,0.0798640777988291,0.876445490993222,-0.190263727027645
"Q9WV89-4","Syntaxin-binding protein 4","Stxbp4","Stxbp4",0.0354765228417324,0.0798640777988291,0.882328322423061,-0.18061249920397
"A0A0R4J1R7","Pterin-4-alpha-carbinolamine dehydratase 2","Pcbd2","Pcbd2",0.0355339718221467,0.0798676300625137,1.09881078131324,0.135942971033171
"A0A140LHN4","UDP-galactose translocator","Slc35a2;Slc35a3","Slc35a2",0.0355273378965483,0.0798676300625137,0.935623319406171,-0.09600027512479
"Q3TJ76","Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain","Pisd;Gm20671","Pisd",0.0355105856965395,0.0798676300625137,1.2650123102086,0.33915142427965
"Q9QYM9","Tomoregulin-2","Tmeff2","Tmeff2",0.0355288028651574,0.0798676300625137,0.66503274071324,-0.588502726150407
"Q6NSU3","Glycosyltransferase 8 domain-containing protein 1","Glt8d1","Glt8d1",0.0355534523656808,0.0798800159634432,1.07124323330373,0.0992860913296217
"Q4V9X1","Ribosome biogenesis protein WDR12","Wdr12","Wdr12",0.0356155986171701,0.0799882140192375,1.235795004976,0.305439447261339
"Q80UK0","SEC14 domain and spectrin repeat-containing protein 1","Sestd1","Sestd1",0.0356524546849822,0.0800289068620167,1.14236857961192,0.1920282042788
"Q8C407","Protein YIPF4","Yipf4","Yipf4",0.0356617094586251,0.0800289068620167,1.11807509145144,0.161017084805965
"Q3UI56","Annexin;Annexin A6","Anxa6","Anxa6",0.0356998135131929,0.0800829869236708,1.4681502404504,0.553999611275093
"Q505A8","60S ribosomal protein L39","Rpl39","Rpl39",0.0358381845105222,0.0803618584435946,0.75205473280724,-0.411090433149149
"Q5SVR0-2","TBC1 domain family member 9B","Tbc1d9b","Tbc1d9b",0.0358899726642112,0.080426747888649,0.905352025009658,-0.143449235302318
"Q9Z1X4-3","Interleukin enhancer-binding factor 3","Ilf3","Ilf3",0.0358952536921707,0.080426747888649,0.867892349166871,-0.204411988801292
"P48774","Glutathione S-transferase Mu 5","Gstm5","Gstm5",0.0359097689139694,0.0804277550529092,0.63049445187828,-0.665444419469329
"Q5RKN9","F-actin-capping protein subunit alpha-1","Capza1","Capza1",0.0359579767426152,0.080472798935773,1.08403120330201,0.116406284552637
"Q61687","Transcriptional regulator ATRX","Atrx","Atrx",0.0359580275062784,0.080472798935773,0.896978403431354,-0.156854845124733
"Q3U6X7","Cyclin-dependent kinase 2","Cdk2","Cdk2",0.036021766061346,0.0804869143877532,1.28812607548376,0.365273804301702
"Q03265","ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha","Atp5a1","Atp5a1",0.0360347150809108,0.0804869143877532,1.15047119070461,0.202224857053546
"Q9ES93","Cathepsin F","Ctsf","Ctsf",0.0359829995626556,0.0804869143877532,0.746210048651157,-0.422346306909591
"Q9JJF3","Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66","No66","No66",0.0360005475299402,0.0804869143877532,1.11607913681125,0.15843932666295
"Q9QYP6","5-azacytidine-induced protein 2","Azi2","Azi2",0.0360314300357867,0.0804869143877532,1.08363385668539,0.115877374426888
"Q91YM4-2","Protein TBRG4","Tbrg4","Tbrg4",0.036070202135831,0.0805347191771503,1.11568404383185,0.157928520952941
"A0A1B0GS41","GRB2-associated-binding protein 1","Gab1","Gab1",0.0361259951554478,0.0805991124081631,0.829819200700654,-0.269131055615691
"Q4FJZ6","Glutamate--cysteine ligase regulatory subunit","Gclm","Gclm",0.0361695212380809,0.0805991124081631,0.911426985954342,-0.133801007707676
"Q3TV70","Nuclear receptor 2C2-associated protein","Nr2c2ap","Nr2c2ap",0.0361594952337224,0.0805991124081631,1.11263493661678,0.153980311883779
"Q61169","Transcription factor GATA-6","Gata6;GATA-6","Gata6",0.0361508449928655,0.0805991124081631,0.75836591208956,-0.399033977123494
"Q62356","Follistatin-related protein 1","Fstl1","Fstl1",0.0361295615029948,0.0805991124081631,1.35140544561179,0.434460573715681
"Q5U458","DnaJ homolog subfamily C member 11","Dnajc11","Dnajc11",0.0362791337026345,0.0807804075201183,1.15299993685019,0.205392433973272
"Q8K2C7","Protein OS-9","Os9","Os9",0.0362684860364516,0.0807804075201183,1.09957930826249,0.136951663775105
"Q99KN2","Probable cytosolic iron-sulfur protein assembly protein CIAO1","Ciao1","Ciao1",0.0363440428061234,0.0808934358759881,0.911254497004793,-0.134074065787426
"P70227","Inositol 1,4,5-trisphosphate receptor type 3","Itpr3","Itpr3",0.0363582013483905,0.0808934612101543,0.960565368357039,-0.0580442994290596
"Q8BGZ6","Alpha-galactosidase A","Gla","Gla",0.0363921882455955,0.080937585526377,0.7862236476879,-0.346988337728017
"Q8BND3-2","WD repeat-containing protein 35","Wdr35","Wdr35",0.036474096155505,0.0810882122150767,1.07313995853303,0.101838244140998
"Q6ZWQ9","","Myl12a","Myl12a",0.0365009749219639,0.0811164300830896,1.18272583579288,0.242115685526891
"Q6RI64","Proteasome subunit beta type;Proteasome subunit beta type-1","Psmb1","Psmb1",0.0365220549689619,0.08113174448816,0.909660351857773,-0.136600121178831
"Q3U2S1","Non-syndromic hearing impairment protein 5 homolog","Dfna5","Dfna5",0.0365972751518869,0.0812672696382483,0.809642236594807,-0.304643541840738
"P97287","Induced myeloid leukemia cell differentiation protein Mcl-1 homolog","Mcl1","Mcl1",0.0367916288433945,0.0816671326578144,1.09835485220164,0.13534422993901
"A0A087WNV1","Arf-GAP domain and FG repeat-containing protein 1","Agfg1","Agfg1",0.0368251037743166,0.0817097180370751,0.894737565157116,-0.160463506327651
"A6H6M8","Coiled-coil domain-containing protein 50","Ccdc50","Ccdc50",0.0369075605228237,0.0818609119742072,0.914502619415244,-0.128940792587542
"Q9DC61","Mitochondrial-processing peptidase subunit alpha","Pmpca","Pmpca",0.0369336729860195,0.0818870655812562,1.02613735683314,0.0372238603391906
"A0A0R4J1F2","Presenilin;Presenilin-2;Presenilin-2 NTF subunit;Presenilin-2 CTF subunit","Psen2","Psen2",0.0370113314077178,0.0819394888203287,0.724225751214962,-0.465488619413198
"A2ACC6","Ral GTPase-activating protein subunit beta","Ralgapb","Ralgapb",0.0370399181350756,0.0819394888203287,1.07893866871373,0.109612858470648
"P62075","Mitochondrial import inner membrane translocase subunit Tim13","Timm13","Timm13",0.0369922420621753,0.0819394888203287,1.15348214412054,0.205995671304698
"Q7TPE5","Probable RNA polymerase II nuclear localization protein SLC7A6OS","Slc7a6os","Slc7a6os",0.0370432981113238,0.0819394888203287,0.870438969070405,-0.200184948195568
"Q8BTW9","Serine/threonine-protein kinase PAK 4","Pak4","Pak4",0.0370087750401082,0.0819394888203287,0.733654089877673,-0.446828086922807
"Q8VE19","WD repeat-containing protein mio","Mios","Mios",0.0370274667976611,0.0819394888203287,0.936643383780977,-0.0944282320413672
"P70670","Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha","Naca","Naca",0.0370581892573148,0.0819396081962993,0.881829940118885,-0.181427634345864
"Q9D1H7","Golgi to ER traffic protein 4 homolog","Get4","Get4",0.0370720123126664,0.0819396081962993,1.23050469919061,0.299250167333694
"Q3UDM3","Prostaglandin E synthase","Ptges","Ptges",0.0370997476985566,0.0819692261747862,0.726915496640383,-0.460140433168495
"P17439","Glucosylceramidase","Gba","Gba",0.0371285772719601,0.0819695771587135,1.1734266017843,0.230727603639095
"Q9JKD3","Secretory carrier-associated membrane protein 5","Scamp5","Scamp5",0.0371144887016579,0.0819695771587135,0.869287940589352,-0.202093964276902
"Q6P5F7","Protein tweety homolog 3","Ttyh3","Ttyh3",0.0372952240706232,0.0822739549520923,1.87367585840927,0.905871391677322
"Q9WU78","Programmed cell death 6-interacting protein","Pdcd6ip","Pdcd6ip",0.0372860633837254,0.0822739549520923,0.952134515372995,-0.0707626863201176
"Q8R0G9","Nuclear pore complex protein Nup133","Nup133","Nup133",0.0373352463462597,0.0823304815302403,0.902834327417987,-0.147466821401712
"Q9CZS7","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha","Pip4k2a","Pip4k2a",0.037354355393379,0.0823408651269627,1.10227227574907,0.140480632578956
"Q80U19","Disheveled-associated activator of morphogenesis 2","Daam2","Daam2",0.0374037966900754,0.0823863287649658,0.688538236623201,-0.538391321057351
"Q9DCA5","Ribosome biogenesis protein BRX1 homolog","Brix1","Brix1",0.0373972360826511,0.0823863287649658,1.27864706568445,0.354618104053615
"Q02788","Collagen alpha-2(VI) chain","Col6a2","Col6a2",0.0374651773797346,0.0824588597977957,1.41892450510183,0.504797831813809
"Q7TQ95","Protein lunapark","Lnp","Lnp",0.0374799889147379,0.0824588597977957,1.0904751616945,0.124956909356679
"Q9D1A2","Cytosolic non-specific dipeptidase","Cndp2","Cndp2",0.0374769575770911,0.0824588597977957,1.05765031608732,0.0808627175888458
"Q91WL8","WW domain-containing oxidoreductase","Wwox","Wwox",0.0375325261079965,0.0825224202774009,0.85866744364443,-0.219828601824381
"Q9CQQ8","U6 snRNA-associated Sm-like protein LSm7","Lsm7","Lsm7",0.0375377431167401,0.0825224202774009,0.91479712371919,-0.128476265214061
"A0A140T8J4","Heme-binding protein 1","Hebp1","Hebp1",0.0376011477187031,0.0826300394525536,1.40320808937162,0.48872896992969
"Q9CQV4","Protein FAM134C","Fam134c","Fam134c",0.0376522785180752,0.0827106141246077,1.1837941907446,0.243418282148244
"Q8CHP5","Partner of Y14 and mago","Wibg","Wibg",0.037731913813591,0.0828537185814566,0.765565148388472,-0.385402940862249
"Q921H9","Cytochrome c oxidase assembly factor 7","Coa7","Coa7",0.0377545127589891,0.0828715178333588,1.16224200981842,0.216910507650835
"Q61142","Spindlin-1","Spin1","Spin1",0.037821973908573,0.0829285925182446,0.809522864151202,-0.304856266327747
"Q7TSH2","Phosphorylase b kinase regulatory subunit beta","Phkb","Phkb",0.037796498665747,0.0829285925182446,1.15380254705992,0.206396353315434
"Q921Y2","U3 small nucleolar ribonucleoprotein protein IMP3","Imp3","Imp3",0.0378240240097205,0.0829285925182446,1.28404700139641,0.360698011993283
"H7BX95","Serine/arginine-rich splicing factor 1","Srsf1","Srsf1",0.0378716752473371,0.0830012414964636,0.877187653771207,-0.18904258835739
"Q6PE01","U5 small nuclear ribonucleoprotein 40 kDa protein","Snrnp40","Snrnp40",0.0379416131034759,0.0831226604312931,0.924183995214062,-0.113747989396371
"A0A0R4J0U8","TRMT1-like protein","Trmt1l","Trmt1l",0.0380245632971229,0.0831987377527875,0.861316066833953,-0.21538535159804
"Q3T9S3","Protein SET","Set;BC085271","Set",0.0379955980686344,0.0831987377527875,0.823306662269088,-0.280498194338774
"Q8CI32","BAG family molecular chaperone regulator 5","Bag5","Bag5",0.0380345401339256,0.0831987377527875,0.888865581030919,-0.169962831335784
"Q91WC9","Sn1-specific diacylglycerol lipase beta","Daglb","Daglb",0.0380323568890784,0.0831987377527875,1.15153495941501,0.203558210530731
"Q07417","Short-chain specific acyl-CoA dehydrogenase, mitochondrial","Acads","Acads",0.0380533495627342,0.0832080507838295,0.939876898005215,-0.0894562851902108
"B2RRE3","Calmodulin-regulated spectrin-associated protein 2","Camsap2","Camsap2",0.0380736483008961,0.0832206119971423,0.814281230585273,-0.29640094671205
"Q3UDY2","Sphingosine-1-phosphate phosphatase 1","Sgpp1","Sgpp1",0.0380977425078852,0.0832414564998423,1.26018445742975,0.33363492129826
"Q6XPS7","","Tha1","Tha1",0.0381143646594502,0.0832459652875234,0.749312525006494,-0.416360528089492
"Q545C3","Cyclin-dependent kinase 4","Cdk4","Cdk4",0.0381615137366859,0.0833171193380565,1.0867186112433,0.11997842544565
"Q8VE94","Protein FAM110C","Fam110c","Fam110c",0.0381857498770183,0.0833382128995383,0.851604797470214,-0.231744017728682
"B1AUY8","N-alpha-acetyltransferase 10","Naa10","Naa10",0.0382371182422986,0.083354876900291,1.1406280190703,0.189828377481207
"Q5NCJ9","Cytochrome b-c1 complex subunit 9","Uqcr10","Uqcr10",0.0382177455844893,0.083354876900291,1.20171346477058,0.265092942443528
"Q8BH48","Ubiquitin-associated protein 1","Ubap1","Ubap1",0.0382226369985745,0.083354876900291,0.827071098772973,-0.27391673956796
"Q3U0S1","Poly [ADP-ribose] polymerase 12","Parp12","Parp12",0.038252110569877,0.0833557805787182,1.22018695072959,0.287102206990952
"Q3TJ28","Charged multivesicular body protein 1b-1","Chmp1b;Chmp1b1","Chmp1b",0.0382706074122014,0.0833643174030353,0.850071489534653,-0.234343920389787
"B9EIV8","Solute carrier family 12 member 7","Slc12a7","Slc12a7",0.038304378942692,0.0834061076901421,1.02550871599473,0.036339753610981
"Q6NXL1","","Sec24d","Sec24d",0.0384523428981823,0.0836964205145817,1.09559129255337,0.131709705073428
"Q8BJW6","Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed","Eif2a","Eif2a",0.038470131079077,0.083703276069316,1.1215036934538,0.165434371666905
"E9Q4M2","Hormone-sensitive lipase","Lipe","Lipe",0.0385634722190033,0.0838385636486238,0.845604437792897,-0.241945146779579
"E9QMB7","N-alpha-acetyltransferase 30","Naa30","Naa30",0.0385984121580251,0.0838385636486238,1.15223204785403,0.204431290196818
"Q3TQZ0","","Wdr75","Wdr75",0.0386040905254025,0.0838385636486238,1.23542603923955,0.305008644000389
"Q8K2D8","Acidic fibroblast growth factor intracellular-binding protein","Fibp","Fibp",0.038614568985596,0.0838385636486238,0.798806131773738,-0.324082687686835
"Q9EPQ7","StAR-related lipid transfer protein 5","Stard5","Stard5",0.0386202827300586,0.0838385636486238,0.769765512978013,-0.377509057890499
"Q9WVM3","Anaphase-promoting complex subunit 7","Anapc7","Anapc7",0.0385864123385866,0.0838385636486238,1.10036204747269,0.137978285708974
"Q8R2U8","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial","Pdk1","Pdk1",0.0386543671331084,0.0838807101582975,1.20462353158913,0.268582346480287
"Q811L7","Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed","Hnrnph1","Hnrnph1",0.0387153719325628,0.0839536353840994,0.888566551709758,-0.170448259853524
"Q3TM08","Sulfatase-modifying factor 2","Sumf2","Sumf2",0.038720117592368,0.0839536353840994,1.22034678218267,0.287291172250449
"Q8VHL1","Histone-lysine N-methyltransferase SETD7","Setd7","Setd7",0.0387320199620941,0.0839536353840994,1.15941652798712,0.21339895711724
"A2AEM2","Chloride channel CLIC-like protein 1","Clcc1","Clcc1",0.0387778146177394,0.0840005139137489,1.11836268671787,0.161388132255612
"P63248","cAMP-dependent protein kinase inhibitor alpha","Pkia","Pkia",0.0387830284596532,0.0840005139137489,0.598684588665087,-0.740131962015316
"Q569X3","U1 small nuclear ribonucleoprotein C","Snrpc","Snrpc",0.0388428385742004,0.0840345633625721,0.873009916761352,-0.195930052967164
"Q8BUH8","Sentrin-specific protease 7","Senp7","Senp7",0.0388358229640868,0.0840345633625721,0.861911476511287,-0.214388391415633
"Q9D172","ES1 protein homolog, mitochondrial","D10Jhu81e","D10Jhu81e",0.0388327835116328,0.0840345633625721,0.906582266635865,-0.141490153481148
"Q3UIA1","Negative elongation factor E","Nelfe","Nelfe",0.038933037127355,0.0841660137218207,0.919577593249189,-0.120956781617382
"P50544","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","Acadvl","Acadvl",0.0389195651460419,0.0841660137218207,0.959699949901272,-0.0593446770248927
"Q5SUT0","RNA-binding protein EWS","Ewsr1","Ewsr1",0.0389640932183849,0.0842013170909768,0.839212861010779,-0.252891307374593
"Q9CQM9","Glutaredoxin-3","Glrx3","Glrx3",0.0389812228172221,0.084206510037354,0.882580039165495,-0.180200975856488
"Q64737","Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase","Gart","Gart",0.0390201485130306,0.0842587648026846,1.08706897574093,0.120443483881569
"Q8R5K4","Nucleolar protein 6","Nol6","Nol6",0.0391825074159553,0.0845774169137155,1.20627137481124,0.270554506783587
"Q7TNP2","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform","Ppp2r1b","Ppp2r1b",0.0392507261456941,0.0846926989060675,0.887285473840837,-0.172529745227864
"E9Q202","Low-density lipoprotein receptor-related protein 1B","Lrp1b","Lrp1b",0.0392900813442905,0.0847136821744543,1.22907049530134,0.2975676661621
"P50285","Dimethylaniline monooxygenase [N-oxide-forming] 1","Fmo1","Fmo1",0.0392824962014849,0.0847136821744543,0.451790268619818,-1.14627489889105
"G3UXC7","","Adamtsl3","Adamtsl3",0.0394239810478389,0.0849643879355585,2.48976385879608,1.31600891663103
"Q8BHB4","WD repeat-containing protein 3","Wdr3","Wdr3",0.0394360765269276,0.0849643879355585,1.25840071064094,0.331591390581647
"Q0VGQ1","Very-long-chain 3-oxoacyl-CoA reductase","Hsd17b12","Hsd17b12",0.0395025035315646,0.0850754482837989,1.16529323947638,0.220693046642802
"P57784","U2 small nuclear ribonucleoprotein A","Snrpa1","Snrpa1",0.0395177699524844,0.0850762833540308,0.888953097585407,-0.169820792441969
"G3X8T9","Serine protease inhibitor A3N","Serpina3n","Serpina3n",0.0396131492034879,0.0852495247066404,0.752696519331064,-0.409859794809347
"Q8R0F3","Sulfatase-modifying factor 1","Sumf1","Sumf1",0.039646677355261,0.0852895790509339,1.13127408153756,0.17794850330747
"O35566","CD151 antigen;Tetraspanin","Cd151","Cd151",0.0397362927912702,0.0854180910452944,0.791302203704137,-0.337699319884183
"Q3UA32","Polypeptide N-acetylgalactosaminyltransferase;Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form","Galnt2","Galnt2",0.0397287371082349,0.0854180910452944,1.11641146596949,0.158868846618356
"Q3UHE7","Kinesin-like protein;Kinesin-like protein KIF21A","Kif21a","Kif21a",0.0398449330491516,0.0856194389985151,1.10171103570121,0.139745873611322
"Q5NC81","Nucleoside diphosphate kinase;Nucleoside diphosphate kinase A","Nme1","Nme1",0.0398910888522295,0.0856864185037748,0.813371214227781,-0.298014161163407
"Q80UY2","E3 ubiquitin-protein ligase KCMF1","Kcmf1","Kcmf1",0.0399277233580027,0.085703785167512,0.925671004532353,-0.111428562812524
"Q9DC22","DDB1- and CUL4-associated factor 6","Dcaf6","Dcaf6",0.039929150697141,0.085703785167512,0.85176101847411,-0.231479389583483
"Q3UJR8","Transcription factor BTF3","Btf3","Btf3",0.0400136385686936,0.0858529025650244,0.852456585497984,-0.230301733456318
"Q9ER73","Elongator complex protein 4","Elp4","Elp4",0.0400703012978697,0.0859422291152359,1.19911556937444,0.261970710735817
"Q8C3C9","Aldehyde dehydrogenase;Fatty aldehyde dehydrogenase","Aldh3a2","Aldh3a2",0.0401133029757399,0.0859459190200244,0.917855889562362,-0.123660437690978
"Q3UPH1","Protein PRRC1","Prrc1","Prrc1",0.0400920583646636,0.0859459190200244,0.946455978273238,-0.0793926902831152
"Q8R2Y8","Peptidyl-tRNA hydrolase 2, mitochondrial","Ptrh2","Ptrh2",0.0401171140021765,0.0859459190200244,1.12715718736342,0.172688720138931
"E0CYB9","Mitochondrial fission factor","Mff","Mff",0.0402460808312222,0.0861254080063355,0.947481810305867,-0.077829848103282
"P38585","Tubulin--tyrosine ligase","Ttl","Ttl",0.0402365527109168,0.0861254080063355,0.902896789035344,-0.147367013556765
"Q60778","NF-kappa-B inhibitor beta","Nfkbib","Nfkbib",0.0402349516386708,0.0861254080063355,0.895660252342816,-0.158976511278911
"B2RTB0","28 kDa heat- and acid-stable phosphoprotein","Pdap1","Pdap1",0.0403010357489907,0.0862107453844851,1.11079415349639,0.151591488873678
"Q5M9N5","60S ribosomal protein L28","Rpl28","Rpl28",0.0403680970478366,0.0863219068509834,1.30538187435022,0.384471912266127
"Q3U8L1","TNF receptor-associated factor 2","Traf2","Traf2",0.0404038470780174,0.0863660551746182,0.867396172253306,-0.205237018164739
"Q7TPR4","Alpha-actinin-1","Actn1","Actn1",0.0404212655362941,0.0863710001257586,1.11072357547765,0.151499819510579
"D3Z7C0","39S ribosomal protein L40, mitochondrial","Mrpl40","Mrpl40",0.0404710590651433,0.0864450936624913,1.07801487869292,0.108377090213203
"A2AMZ4","Uncharacterized protein C17orf89 homolog","1810043H04Rik","1810043H04Rik",0.0405185231593329,0.0865141581124218,1.25061984302399,0.322643313138273
"A2AD03","Rab proteins geranylgeranyltransferase component A 1","Chm","Chm",0.0405546009547947,0.0865254565031901,1.17034854646219,0.226938248926377
"P47811","Mitogen-activated protein kinase 14","Mapk14","Mapk14",0.0405463332425331,0.0865254565031901,0.833486439888868,-0.26276936689849
"P58742","Aladin","Aaas","Aaas",0.0405692110676902,0.0865254565031901,1.06138298003577,0.0859453194972976
"P24527","Leukotriene A-4 hydrolase","Lta4h","Lta4h",0.0406116325653237,0.0865836372142137,0.924244783525053,-0.113653099081037
"P12265","Beta-glucuronidase","Gusb","Gusb",0.040639903266554,0.0866116164286827,0.891711583825067,-0.165350936164879
"Q8C5Q5","T-complex protein 1 subunit eta","Cct7","Cct7",0.0406598462174708,0.0866218333351334,1.09516450659345,0.131147595872633
"Q543H2","Zinc finger protein 36, C3H1 type-like 1","Zfp36l1","Zfp36l1",0.0406779201081829,0.0866280622639069,1.09229736390791,0.127365664897305
"Q922R5","Serine/threonine-protein phosphatase 4 regulatory subunit 3B","Smek2","Smek2",0.0408032470420807,0.0868626085579365,0.817591256772614,-0.290548326545091
"Q91W39","Nuclear receptor coactivator 5","Ncoa5","Ncoa5",0.0408905430062515,0.0870160494639917,0.89729527390963,-0.156345282421852
"D3Z0V7","TSC22 domain family protein 1","Tsc22d1","Tsc22d1",0.040948769245574,0.0871075381496251,0.902421660097755,-0.148126398892021
"Q9CPR5","39S ribosomal protein L15, mitochondrial","Mrpl15","Mrpl15",0.0409802666162774,0.0871421214250184,1.08890498573632,0.122878074727656
"Q9JKF7","39S ribosomal protein L39, mitochondrial","Mrpl39","Mrpl39",0.0410640642897707,0.0872878511557283,1.11619491415894,0.158588978006548
"Z4YKT6","Dehydrogenase/reductase SDR family member 7B","Dhrs7b","Dhrs7b",0.0411253167517205,0.0873855671446814,1.12145729920812,0.165374689177202
"A0A0R4J0N5","Programmed cell death protein 2","Pdcd2;Pcd2","Pdcd2",0.0411871271339441,0.0874628220252705,1.10687964241573,0.146498357864696
"Q9ESW8","Pyroglutamyl-peptidase 1","Pgpep1","Pgpep1",0.0411922664767495,0.0874628220252705,0.955800124494201,-0.0652191393900787
"Q9JJL8","Serine--tRNA ligase, mitochondrial","Sars2","Sars2",0.0412545750622469,0.0875626058670853,1.11171062908999,0.152781312967
"A1L361","Serine/threonine-protein kinase TBK1","Tbk1","Tbk1",0.0413823713481157,0.0877686941277914,1.10963219752482,0.150081555188952
"O88413","Tubby-related protein 3","Tulp3","Tulp3",0.0413786991845863,0.0877686941277914,0.87366109759887,-0.194854343344905
"P63280","SUMO-conjugating enzyme UBC9","Ube2i","Ube2i",0.0414089277336239,0.087792454127127,0.863759798832118,-0.211297922791599
"Q3TDB6","High affinity copper uptake protein 1","Slc31a1","Slc31a1",0.0414458918933623,0.0878382542054283,0.662456049673467,-0.594103352054637
"A2AQE2","Selenocysteine insertion sequence-binding protein 2-like","Secisbp2l","Secisbp2l",0.04147803364439,0.0878738037712568,0.636126557448149,-0.652614276486074
"Q8CHR4","Vesicle-associated membrane protein 2","Vamp2","Vamp2",0.0416199294528369,0.0881303223076611,1.09835370104518,0.13534271788798
"Q6PIX5","Inactive rhomboid protein 1","Rhbdf1","Rhbdf1",0.0416299406353607,0.0881303223076611,0.814179707292117,-0.296580830857077
"Q6P5D3","Putative ATP-dependent RNA helicase DHX57","Dhx57","Dhx57",0.0416456100141939,0.0881308653076095,1.09777148732562,0.134577773457594
"P11214","Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B","Plat","Plat",0.0416613695585565,0.0881315986444048,1.23275622840831,0.301887541965847
"Q793C9","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1","Zrsr1","Zrsr1",0.0416984573637983,0.088177433138387,0.879191028726037,-0.185751429799594
"Q8C0J6","Ankyrin repeat domain-containing protein SOWAHC","Sowahc","Sowahc",0.0417333508119193,0.0882185951728483,1.04205202397627,0.0594273053122053
"Q91XF0","Pyridoxine-5-phosphate oxidase","Pnpo","Pnpo",0.0418794329616647,0.0884946776329632,0.811509248694758,-0.301320557760416
"Q3UHI3","DNA-directed RNA polymerase;DNA-directed RNA polymerase I subunit RPA1","Polr1a","Polr1a",0.0419346978392242,0.0885144338642665,1.12450495964588,0.169290024157742
"Q0PD64","Ras-related protein Rab-2B","Rab2b","Rab2b",0.0419098579552029,0.0885144338642665,1.28409865431358,0.360756045623345
"Q3UFZ4","Nucleolar protein 10","Nol10","Nol10",0.0419352223396813,0.0885144338642665,1.48447539398182,0.569953180037525
"Q148V8","Protein FAM83H","Fam83h","Fam83h",0.0420003787043311,0.0886192492366661,0.843027333313585,-0.246348686736994
"Q3TC46","Protein PAT1 homolog 1","Patl1","Patl1",0.0420177952845642,0.0886232952553074,0.924912428804383,-0.112611317918252
"P0C605-2","cGMP-dependent protein kinase 1","Prkg1","Prkg1",0.0420432965034571,0.0886443839995457,0.567735617423965,-0.816708841615167
"F7A1B4","Endoglin","Eng","Eng",0.0421018457107787,0.088664259795451,1.15130713989403,0.203272759700811
"Q3UHZ3","DNA (cytosine-5)-methyltransferase;DNA (cytosine-5)-methyltransferase 1","Dnmt1","Dnmt1",0.0421096590074584,0.088664259795451,1.19008105067055,0.251059831868142
"P70424","Receptor tyrosine-protein kinase erbB-2;Receptor protein-tyrosine kinase","Erbb2","Erbb2",0.04206851093434,0.088664259795451,1.09850993246768,0.135547914328406
"Q80YS6","Actin filament-associated protein 1","Afap1","Afap1",0.0421147480945164,0.088664259795451,0.952252626020541,-0.070583733583034
"A2APY7","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5","Ndufaf5","Ndufaf5",0.0422739123049911,0.0889338596614934,1.14244198333253,0.192120902715562
"Q9CQA9","Cancer-related nucleoside-triphosphatase homolog","Ntpcr","Ntpcr",0.0422597555671008,0.0889338596614934,0.869385530862378,-0.201932009769177
"Q5XJY4","Presenilins-associated rhomboid-like protein, mitochondrial;P-beta","Parl","Parl",0.0423373735661849,0.0890346090663646,0.941539679900383,-0.0869061983599023
"Q99LG2","Transportin-2","Tnpo2","Tnpo2",0.0423872540332271,0.0891067347654385,1.065808265557,0.0919479266435508
"Q3TN62","NAD kinase","Nadk","Nadk",0.0424848151441814,0.0892134311400768,0.829966766530413,-0.268874525562345
"Q8BGY7","Protein FAM210A","Fam210a","Fam210a",0.0424764842244702,0.0892134311400768,1.39220940203403,0.477376223079783
"Q9Z1Q2","Abhydrolase domain-containing protein 16A","Abhd16a","Abhd16a",0.0424548996723211,0.0892134311400768,1.07485713480953,0.104144916001828
"Q542J9","Proliferating cell nuclear antigen","Pcna","Pcna",0.0425068435979692,0.0892269205922128,1.41768226293388,0.503534225768687
"Q9DD02","Protein Hikeshi","L7rn6;l7Rn6","L7rn6",0.0427166058886492,0.0896343311821271,0.886673843154979,-0.17352457818018
"Q68FM7","","Arhgef11","Arhgef11",0.0427545322645544,0.0896810034808225,0.913818920556143,-0.130019781132936
"P54818","Galactocerebrosidase","Galc","Galc",0.042811094889409,0.0897295315374381,1.59973935137416,0.677836863167373
